"water_point_id","inconsistency_reasons","functional_status","current_problem","has_quality_issues","has_service_provider"
"410742457","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"410272350","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"40318466","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"40318480","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"40258784","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"27342653","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34592256","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"406119179","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"17495530","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"412052307","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"395426315","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34592414","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"55812333","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"419820288","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"436033931","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"27229907","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"436033948","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"395429370","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"27062249","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"43436031","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"396010751","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"28363178","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"29006834","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"6936488","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"23160507","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"44396079","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"20734550","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"25133202","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"27260377","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"24926201","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"419820305","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"29436150","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"396011271","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"396015354","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"396020899","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"6936701","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"45895177","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"6937379","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"35778774","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"12770731","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"37462475","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"37462554","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"396030298","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"29604407","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"30139152","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"29436466","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"29436318","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"408861564","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"408861571","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"396460521","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"396008408","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"27261512","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"441189425","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"441189449","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"6936615","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"441189456","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"7070082","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36505959","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"23169276","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"4210454","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"23290611","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"625681","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"5512573","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"28379281","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"406119193","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"426409728","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"28409931","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"28410252","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"4077237","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"23651551","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"22640349","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"4208826","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"4208826","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"5417269","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"4759566","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"419820343","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36506039","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"38979183","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"22640387","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"588700","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"441189463","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"12780752","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"37462626","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"7021246","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"7021112","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"5541690","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"22831480","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"1101438","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"25260045","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"22186300","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"29805215","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"22640370","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"8908838","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"1004861","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"9014110","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"43236949","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"22831662","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"31586724","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"5539907","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"31498555","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"42361552","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"6658650","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"525516","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"29507548","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34704165","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34502734","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34502710","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34502851","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34477144","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"413279879","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"413265782","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"29143519","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34502868","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34502916","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"37430403","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"6977896","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"442197153","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"13588164","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34905375","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"426409780","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36506008","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"9599934","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"441189542","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"33487566","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509276","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509324","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"93856506","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"44795915","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"685126","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"43434912","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"439423850","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"7021071","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"28417101","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"28417125","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"442427775","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509544","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"4655693","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"25541230","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"25607327","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"43434943","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"25602511","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"411289908","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"33427533","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36492334","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"93856568","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"24926081","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"314816825","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"25515848","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"37602194","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"39307233","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"7021033","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34503027","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509520","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"442197218","Abandoned water point has operational data","ABANDONED","NA","NA","Unknown"
"442197232","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509582","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509575","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"43012440","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"410181487","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"36534502","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"7275052","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"7275904","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"7275399","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34865848","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"33530213","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"410748714","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"411386678","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"24997586","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"33777537","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"37602156","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"24736848","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509496","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509489","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509630","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509623","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"NA","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"47784068","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"43435463","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"31841476","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"16046643","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"28417118","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"28417053","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"25508703","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"25541319","Abandoned water point has operational data","ABANDONED","NA","NA","Unknown"
"24947983","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509647","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509685","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"15428501","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34739460","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34739257","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36507298","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
"7797864","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"412945276","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36672642","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509616","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36507810","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36507803","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509788","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"22831473","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509771","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"33831718","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"17495547","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"40318394","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"22831507","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36508031","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509764","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36506022","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36508048","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36507968","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36492334","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509441","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36507762","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36505980","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36509537","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34904374","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"412953628","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"23270002","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36507951","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"356168034","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"48025830","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"21257838","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"19258452","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"93859619","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"93859592","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"18725579","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"33907802","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34599459","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34904367","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"36497229","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"21901443","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"14025952","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"34878697","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"29945089","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"33907857","Abandoned water point has operational data","ABANDONED","NA","NA","No"
"88385224","Abandoned water point has operational data","ABANDONED","NA","NA","Yes"
