"water_point_id","quality_issues_other","has_quality_issues","water_point_photo","latitude","current_problem","unavailable_period","has_water_committee","service_provider_type","households_count","submitted_date","problem_other_details","has_seasonal_variation","longitude","functional_status","quality_issues_type","has_service_provider"
"22031280","","No","https://api.mwater.co/v3/images/596ba548859547fcb0e0d46f04eacec7","-14.357019700000002","","","Yes ","Area or Water Mechanic","40","2022-06-07 08:21:51","","No","35.4119134","Functional","","Yes"
"36212655","","No","https://api.mwater.co/v3/images/bd8ceacd43d44f64a45602702a5d25f5","-14.356895699999997","","","No","Area or Water Mechanic","202","2022-06-07 08:23:19","","No","35.4111338","Functional","","Yes"
"39317522","","","https://api.mwater.co/v3/images/ef649f39b4d042d4a76115f765bb416d","-15.255359859999999","Broken parts, Worn out parts","","Yes ","Water Point Committee, Unofficial/ Bush Mechanic","","2022-06-07 08:24:17","","","34.90571873999999","Not functional","","Yes"
"39318499","","No","https://api.mwater.co/v3/images/80c775dfbac04e59a99058afe81de85b","-15.18250852","Broken parts, Low water flow - Low water pressure, Low yield, Inadequate number of pipes, Worn out parts","","Yes ","Water Point Committee, Community members, Unofficial/ Bush Mechanic","35","2022-06-07 08:31:55","","No","34.88944599","Partially functional but in need of repair","","Yes"
"45847631","","No","https://api.mwater.co/v3/images/bc97d0f47ab449a2a58322e770ecbe00","-14.357449999999993","Broken parts, Worn out parts","","Yes ","Area or Water Mechanic","80","2022-06-07 08:40:05","","No","35.4086049","Partially functional but in need of repair","","Yes"
"128167557","","No","https://api.mwater.co/v3/images/d60dc382baa449a78da614bed24b15de","-15.177218309999999","","","Yes ","Unofficial/ Bush Mechanic, Community members, Water Point Committee","30","2022-06-07 08:43:32","","No","34.88416418","Functional","","Yes"
"39318468","","","https://api.mwater.co/v3/images/b95b72d0e5254fd1a4e2124af60e4f7c","-15.17066516","Broken parts, Worn out parts","","Yes ","Water Point Committee, Unofficial/ Bush Mechanic, Community members","","2022-06-07 08:54:44","","","34.880984839999996","Not functional","","Yes"
"22806587","","No","https://api.mwater.co/v3/images/0ff382c32dfd430b8c617d5673ff0716","-14.3590564","","","Yes ","Area or Water Mechanic, Water Point Committee","50","2022-06-07 09:17:45","","No","35.39814259999999","Functional","","Yes"
"356189431","","No","https://api.mwater.co/v3/images/3c4bab33b604461da1c14f66d2cf050a","-14.359090100000001","","","No","Area or Water Mechanic","52","2022-06-07 09:19:36","","No","35.3977093","Functional","","Yes"
"128167564","","No","https://api.mwater.co/v3/images/4386c858d1e0447ea8e7e8d76a5b3010","-15.16311592","Broken parts, Worn out parts","","No","Owner / Private household, Private contractor or operator","65","2022-06-07 09:26:52","","No","34.89005025","Partially functional but in need of repair","","Yes"
"39318334","","No","https://api.mwater.co/v3/images/24e717e926ca462d916978433bd44153","-15.1954718","Broken parts, Inadequate number of pipes, Worn out parts, Structural problems - Civil works, apron, etc","","Yes ","Water Point Committee","55","2022-06-07 09:36:44","","No","34.9366149","Partially functional but in need of repair","","Yes"
"39317429","","No","https://api.mwater.co/v3/images/85a3667a108c47afa06262f2a5107800","-15.191681199999998","Structural problems - Civil works, apron, etc, Worn out parts, Other (please specify)","","Yes ","Community members, Water Point Committee, Unofficial/ Bush Mechanic","1000","2022-06-07 09:40:49","Inadequate number of rods  and pipes","No","34.926426899999996","Partially functional but in need of repair","","Yes"
"128167571","","No","https://api.mwater.co/v3/images/5430e6bf7a13455fb556299be5b51702","-15.17092818","Broken parts, Low yield, Low water flow - Low water pressure, Worn out parts, Structural problems - Civil works, apron, etc","","Yes ","Water Point Committee, Unofficial/ Bush Mechanic","35","2022-06-07 09:42:54","","No","34.89667478","Partially functional but in need of repair","","Yes"
"47568457","","No","https://api.mwater.co/v3/images/75131ae3d170466b94dd08f350c1b1a6","-15.188452000000002","Worn out parts, Other (please specify)","","Yes ","Community members, Water Point Committee","10","2022-06-07 10:01:24","Inadequate number of rods and pipes ","No","34.9308968","Partially functional but in need of repair","","Yes"
"25827499","","No","https://api.mwater.co/v3/images/6468b19dd64a443a908da60f4d43cba9","-14.398548200000002","","","Yes ","Unofficial/ Bush Mechanic","36","2022-06-07 10:06:29","","No","35.4456012","Functional","","Yes"
"23892848","","No","https://api.mwater.co/v3/images/e7ab6de7e3b14cd680d623f20a9714c1","-15.184708100000003","Broken parts, Structural problems - Civil works, apron, etc, Inadequate number of pipes, Worn out parts","","Yes ","Unofficial/ Bush Mechanic","60","2022-06-07 10:07:29","","No","34.9531115","Partially functional but in need of repair","","Yes"
"376115793","","No","https://api.mwater.co/v3/images/b8fda9d6df2c428b9ae131a3951dbff7","-14.398920199999997","","06, 05","No","NGO","40","2022-06-07 10:16:37","","Yes","35.4441467","Functional","","Yes"
"128167588","","No","https://api.mwater.co/v3/images/bfe3d0b062314227a248397914e43985","-15.158032160000005","Broken parts, Structural problems - Civil works, apron, etc, Worn out parts, Low yield, Low water flow - Low water pressure","","Yes ","Water Point Committee, Local Government","105","2022-06-07 10:19:27","","No","34.91576088","Partially functional but in need of repair","","Yes"
"128167595","","No","https://api.mwater.co/v3/images/bd699612d7364f49811845bda5d9367a","-15.16510032","Broken parts, Structural problems - Civil works, apron, etc, Worn out parts, Low yield, Low water flow - Low water pressure","","Yes ","Local Government, Politician, Water Point Committee","70","2022-06-07 10:30:52","","No","34.91532203","Partially functional but in need of repair","","Yes"
"23892855","","","https://api.mwater.co/v3/images/956c335a47214b728dbef6a2c2da1d1c","-15.1856065","","","Yes ","","","2022-06-07 10:34:34","","","34.9534438","No longer exists or abandoned","","No"
"25696068","","No","https://api.mwater.co/v3/images/e11e2316be344c6c871c9bb378c95c5a","-14.401674900000002","Worn out parts","","No","Unofficial/ Bush Mechanic","36","2022-06-07 10:34:43","","No","35.44253139999999","Partially functional but in need of repair","","Yes"
"108485994","","No","https://api.mwater.co/v3/images/de94d1b97f95483789218253b6481d5f","-15.264674760000002","Worn out parts, Other (please specify)","12, 11, 10","No","Owner / Private household","15","2022-06-07 10:41:00","When it stays idle for long time, it requires repeated pumping for water to start flowing flow ","Yes","34.89943022","Partially functional but in need of repair","","Yes"
"37245492","","No","https://api.mwater.co/v3/images/0d6570d642b64af09d578864e632329f","-15.185592099999997","Worn out parts","10","No","NGO, Unofficial/ Bush Mechanic","23","2022-06-07 10:41:05","","Yes","34.932193","Partially functional but in need of repair","","Yes"
"128167605","","No","https://api.mwater.co/v3/images/6e41f47d24e14e9393fcc6a8a26d2c65","-15.15650357","","","Yes ","Water Point Committee, Area or Water Mechanic","75","2022-06-07 10:46:59","","No","34.92128524","Functional","","Yes"
"39318169","","","https://api.mwater.co/v3/images/12c74420dba749b2b91e183d91a87ef7","-15.1890734","","","No","","","2022-06-07 10:55:40","","","34.9299512","No longer exists or abandoned","","No"
"128167612","","No","https://api.mwater.co/v3/images/6e3f61eb70c549949ed3bfac9bb1f0d9","-15.15636852","Broken parts, Structural problems - Civil works, apron, etc, Worn out parts","","Yes ","Community members, Unofficial/ Bush Mechanic","65","2022-06-07 10:58:42","","No","34.92580468999999","Partially functional but in need of repair","","Yes"
"376115810","","No","https://api.mwater.co/v3/images/be941cb834744137b22de43725fe15f0","-14.402756699999996","","05, 06","No","NGO","35","2022-06-07 11:02:16","","Yes","35.4447534","Functional","","Yes"
"23892893","","No","https://api.mwater.co/v3/images/fd9d759e28694783bb54c5f159d21ba2","-15.1883203","Broken parts, Low water flow - Low water pressure, Inadequate number of pipes, Structural problems - Civil works, apron, etc, Worn out parts","","Yes ","Water Point Committee","40","2022-06-07 11:02:21","","No","34.9646632","Partially functional but in need of repair","","Yes"
"25668100","","No","https://api.mwater.co/v3/images/2bf8af9d4cf440e080fc9491af23ba5f","-14.403869499999999","Worn out parts","","Yes ","Unofficial/ Bush Mechanic","32","2022-06-07 11:03:19","","No","35.4446153","Partially functional but in need of repair","","Yes"
"39317285","","No","https://api.mwater.co/v3/images/73d3aecd61a946078f95aae669cfc776","-15.1873639","Worn out parts","","Yes ","Community members, Water Point Committee, Unofficial/ Bush Mechanic","50","2022-06-07 11:06:07","","No","34.9282699","Partially functional but in need of repair","","Yes"
"33770310","","No","https://api.mwater.co/v3/images/bea15bea5b86459092699efee199bce7","-15.26355834","Structural problems - Civil works, apron, etc, Low yield","","Yes ","Water Point Committee, Community members, Area or Water Mechanic","32","2022-06-07 11:12:14","","No","34.89225283999999","Partially functional but in need of repair","","Yes"
"39317292","","No","https://api.mwater.co/v3/images/df1982ac59c74cfeac5bc920b72560c0","-15.186946700000002","Worn out parts","","Yes ","Community members, Water Point Committee, Unofficial/ Bush Mechanic","45","2022-06-07 11:12:39","","No","34.92633359999999","Partially functional but in need of repair","","Yes"
"25391947","","No","https://api.mwater.co/v3/images/ff2bbe3dd0f142c78769c2844fae17d1","-14.4056268","Worn out parts","","Yes ","Unofficial/ Bush Mechanic","42","2022-06-07 11:17:57","","No","35.4443335","Partially functional but in need of repair","","Yes"
"25676686","","Yes","https://api.mwater.co/v3/images/4400c224bc164d09a1bf903beae5c3ae","-14.405159999999997","Worn out parts","","No","NGO","45","2022-06-07 11:22:37","","No","35.4438033","Partially functional but in need of repair","Turbidity or cloudy water ","Yes"
"39318231","","No","https://api.mwater.co/v3/images/8d7fc06bd90f424397035bda5647429d","-15.182650500000001","Worn out parts","","Yes ","Community members, Water Point Committee, Unofficial/ Bush Mechanic","80","2022-06-07 11:30:01","","No","34.9220672","Partially functional but in need of repair","","Yes"
"376115827","","","https://api.mwater.co/v3/images/36843afdcd834b6ab6cbba6900586c2a","-14.405579999999999","Inadequate number of pipes","","No","NGO","","2022-06-07 11:30:57","","","35.44317000000001","Not functional","","Yes"
"128167667","","No","https://api.mwater.co/v3/images/d78db2563b9c48fda527197c55be74ac","-15.153111119999998","Broken parts, Worn out parts, Structural problems - Civil works, apron, etc","","Yes ","Water Point Committee, Community members","94","2022-06-07 11:31:05","","No","34.92678677","Partially functional but in need of repair","","Yes"
"29021156","","No","https://api.mwater.co/v3/images/d38ddefdffe54d93a56545f5507a8bfe","-14.589280000000002","Worn out parts","","Yes ","Area or Water Mechanic, Water Point Committee","35","2022-06-07 11:33:48","","No","35.529","Partially functional but in need of repair","","Yes"
"29021077","","No","https://api.mwater.co/v3/images/914c5bdb37fd4c01b6275c81c00ede36","-14.587870000000002","Broken parts, Worn out parts","","Yes ","Area or Water Mechanic, Water Point Committee","53","2022-06-07 11:36:18","","No","35.531143300000004","Partially functional but in need of repair","","Yes"
"376099020","","","https://api.mwater.co/v3/images/4aaaccf78d754c9892f8e5422a6ddb5c","-14.349085899999997","Inadequate number of pipes","","Yes ","Water Point Committee","","2022-06-07 11:37:36","","","35.3986968","Not functional","","Yes"
"5423406","","No","https://api.mwater.co/v3/images/c812f58199aa477792f6c1e696cd9022","-14.589540500000002","","","Yes ","Area or Water Mechanic, Water Point Committee","48","2022-06-07 11:39:49","","No","35.532956199999994","Functional","","Yes"
"36526703","","No","https://api.mwater.co/v3/images/b37af1daa166407e9ea3ebdea749d1aa","-14.5820083","Worn out parts","","Yes ","Area or Water Mechanic","41","2022-06-07 11:41:15","","No","35.532059999999994","Partially functional but in need of repair","","Yes"
"5427077","","No","https://api.mwater.co/v3/images/b5afe181447a43e5b71de8f1a965d5f6","-14.584692599999997","Worn out parts","","Yes ","Water Point Committee, Area or Water Mechanic","33","2022-06-07 11:43:45","","No","35.5319454","Partially functional but in need of repair","","Yes"
"25389508","","","https://api.mwater.co/v3/images/16aa97874a304d70bce20f61a4a109bd","-14.406642699999995","","","No","","","2022-06-07 11:45:14","","","35.445346","No longer exists or abandoned","","No"
"19687368","","No","https://api.mwater.co/v3/images/3e236422d63944eb90bede5b6828a592","-15.221413200000002","","","Yes ","Water Point Committee","122","2022-06-07 11:56:44","","No","34.8933462","Functional","","Yes"
"33939104","","No","https://api.mwater.co/v3/images/4f0cdc163de44629b167eb89164dcc72","-15.215286799999996","Worn out parts, Broken parts, Inadequate number of pipes","","Yes ","Unofficial/ Bush Mechanic","200","2022-06-07 11:59:53","","No","34.8950799","Partially functional but in need of repair","","Yes"
"39317065","It has salt and coming out with roots of trees","Yes","https://api.mwater.co/v3/images/5086848c52644f4ca8b406b569d9276d","-15.2268241","","","No","Unofficial/ Bush Mechanic","40","2022-06-07 12:00:32","","No","34.89375859999999","Functional","Other (please specify)","Yes"
"376108421","","No","https://api.mwater.co/v3/images/517b98438c1f45688ab64fcf8f8f00ad","-14.336368300000004","","","Yes ","Water Point Committee","100","2022-06-07 12:00:58","","No","35.3996","Functional","","Yes"
"4048732","","No","https://api.mwater.co/v3/images/eb1ba76b33aa48d7b3599d13e5b83d99","-15.216458899999996","Inadequate number of pipes, Worn out parts","","Yes ","Water Point Committee","300","2022-06-07 12:01:53","","No","34.8899637","Partially functional but in need of repair","","Yes"
"44116118","","No","https://api.mwater.co/v3/images/9cb84998e48348d0b0d1a2bcd22c60fa","-15.2218036","Worn out parts, Inadequate number of pipes, Broken parts","","Yes ","Unofficial/ Bush Mechanic","300","2022-06-07 12:02:33","","No","34.890708","Partially functional but in need of repair","","Yes"
"37245416","","No","https://api.mwater.co/v3/images/0fa7425497b74329ad43e99ba9e92cee","-15.203012999999995","Broken parts, Inadequate number of pipes, Structural problems - Civil works, apron, etc, Worn out parts","","Yes ","Water Point Committee","55","2022-06-07 12:03:09","","No","34.9657356","Partially functional but in need of repair","","Yes"
"24800648","","No","https://api.mwater.co/v3/images/2b75dec427f8410e9a883f912a6cb242","-14.405858800000004","Worn out parts","","Yes ","Unofficial/ Bush Mechanic","36","2022-06-07 12:08:28","","No","35.445988099999994","Partially functional but in need of repair","","Yes"
"39318248","","No","https://api.mwater.co/v3/images/0045b2c6188148699061de47d7dfe45c","-15.189849699999998","Worn out parts","","Yes ","Community members, Water Point Committee, Unofficial/ Bush Mechanic","46","2022-06-07 12:12:11","","No","34.9216441","Partially functional but in need of repair","","Yes"
"47736876","","No","https://api.mwater.co/v3/images/e28d8d8798e4404895fc2a404cf6363a","-15.179810769999998","Structural problems - Civil works, apron, etc, Worn out parts, Broken parts","","Yes ","Water Point Committee, Community members","50","2022-06-07 12:12:14","","No","34.94204021000001","Partially functional but in need of repair","","Yes"
"47736883","","No","https://api.mwater.co/v3/images/7fe69011950844318d500f8fcd0d81c1","-15.177694640000006","Broken parts, Structural problems - Civil works, apron, etc, Worn out parts","","Yes ","Water Point Committee, Unofficial/ Bush Mechanic, Community members","95","2022-06-07 12:24:14","","No","34.94614121","Partially functional but in need of repair","","Yes"
"8867836","","Yes","https://api.mwater.co/v3/images/a866f33c129c4af98cdffdbbd4935faa","-14.3537721","","","Yes ","Water Point Committee","80","2022-06-07 12:26:06","","No","35.398307599999995","Functional","Salinity or salty water","Yes"
"37245430","","No","https://api.mwater.co/v3/images/bd8b380409504f248456d7bbd09a0f26","-15.209369799999996","Broken parts, Inadequate number of pipes, Worn out parts, Structural problems - Civil works, apron, etc","","Yes ","Water Point Committee","20","2022-06-07 12:26:25","","No","34.963735199999995","Partially functional but in need of repair","","Yes"
"376115834","","Yes","https://api.mwater.co/v3/images/f357ba1e030149eabcd01446cea71055","-14.400306699999996","","","No","NGO","15","2022-06-07 12:32:23","","No","35.4435767","Functional","Odor or Smell","Yes"
"355108093","","No","https://api.mwater.co/v3/images/08c5e0bb65674dc19b004052734e7756","-15.200327599999998","","","Yes ","Unofficial/ Bush Mechanic","35","2022-06-07 12:42:53","","No","34.96126219999999","Functional","","Yes"
"25827619","","No","https://api.mwater.co/v3/images/efd4d1fb236b4f5894989df451421a5a","-14.396021899999996","Worn out parts","","Yes ","Unofficial/ Bush Mechanic","48","2022-06-07 12:55:19","","No","35.4436034","Partially functional but in need of repair","","Yes"
"37245454","","No","https://api.mwater.co/v3/images/e654f4d226294a9fb329cf50587ef99a","-15.212223199999997","Broken parts, Inadequate number of pipes, Structural problems - Civil works, apron, etc, Worn out parts","","Yes ","Water Point Committee, Unofficial/ Bush Mechanic","45","2022-06-07 13:06:25","","No","34.9572144","Partially functional but in need of repair","","Yes"
"25968453","","No","https://api.mwater.co/v3/images/166d890967a94ee5a3cd5792ff760f4a","-14.3920183","Worn out parts, Low water flow - Low water pressure","","Yes ","NGO","25","2022-06-07 13:07:06","","No","35.4434833","Partially functional but in need of repair","","Yes"
"356167985","","No","https://api.mwater.co/v3/images/d85f30988ea7430ba02e927711eb733e","-14.3901035","","","No","Unofficial/ Bush Mechanic","42","2022-06-07 13:22:19","","No","35.4443081","Functional","","Yes"
"39318712","","No","https://api.mwater.co/v3/images/f5f8b58d1d364de085ed88727f75a57d","-15.2122208","Inadequate number of pipes, Worn out parts, Structural problems - Civil works, apron, etc","","Yes ","Community members, Water Point Committee, Unofficial/ Bush Mechanic","200","2022-06-07 13:48:48","","No","34.9398526","Partially functional but in need of repair","","Yes"
"382604872","","No","https://api.mwater.co/v3/images/ea232e3a38c849d3bc0793101a41b139","-14.327003299999994","","","Yes ","Water Point Committee, Area or Water Mechanic","35","2022-06-07 16:40:45","","No","35.475179999999995","Functional","","Yes"
"382604889","","No","https://api.mwater.co/v3/images/7b11582c98794af685ccf2d204ab29f3","-14.321955900000003","","","Yes ","Water Point Committee","69","2022-06-07 16:41:20","","Don't know","35.474613899999994","Functional","","Yes"
"20931254","","No","https://api.mwater.co/v3/images/0113c8cd7a8844c684d0c40287c8c62a","-14.301246700000002","","","Yes ","Water Point Committee, Area or Water Mechanic","120","2022-06-07 16:41:46","","No","35.4567567","Functional","","Yes"
"20928955","","No","https://api.mwater.co/v3/images/78498a7b46004b13a36d4d27b534fa06","-14.3044599","Irregular supply","","Yes ","Area or Water Mechanic, Water Point Committee","49","2022-06-07 16:42:16","","No","35.4605682","Partially functional but in need of repair","","Yes"
"20929657","","No","https://api.mwater.co/v3/images/940044f5b52b4c818edbf5a6d64e2b77","-14.302196899999998","Irregular supply, Worn out parts","","Yes ","Water Point Committee, Area or Water Mechanic","30","2022-06-07 16:42:47","","No","35.4545117","Partially functional but in need of repair","","Yes"
"33770097","","No","https://api.mwater.co/v3/images/476691b070954a798433341046847218","-15.267447099999993","Broken parts, Structural problems - Civil works, apron, etc, Low water flow - Low water pressure, Inadequate number of pipes","","Yes ","Water Point Committee, Unofficial/ Bush Mechanic","50","2022-06-08 06:27:15","","No","34.9063081","Partially functional but in need of repair","","Yes"
"356189448","","No","https://api.mwater.co/v3/images/3567854278374a519d3e2739d54bb4dd","-14.356740799999997","Broken parts","","Yes ","Area or Water Mechanic","62","2022-06-08 07:06:20","","No","35.4012428","Partially functional but in need of repair","","Yes"
"10989793","","No","https://api.mwater.co/v3/images/1f17062c624f487584f500cb1ea0e1e9","-14.356100200000002","Worn out parts, Structural problems - Civil works, apron, etc","","Yes ","Area or Water Mechanic, Water Point Committee","50","2022-06-08 07:08:39","","No","35.4007244","Partially functional but in need of repair","","Yes"
"22812164","","No","https://api.mwater.co/v3/images/a0b9984491394e8c9c7732ecb49b0034","-14.355871599999997","Broken parts, Worn out parts","08, 09, 10, 11","Yes ","Unofficial/ Bush Mechanic","102","2022-06-08 07:09:22","","Yes","35.4003021","Partially functional but in need of repair","","Yes"
"10989470","","No","https://api.mwater.co/v3/images/c1740734fce0469d80c5c2762804ac88","-14.354632199999996","","","Yes ","Water Point Committee, Area or Water Mechanic, Unofficial/ Bush Mechanic","70","2022-06-08 07:15:12","","No","35.4001828","Functional","","Yes"
"354130916","","No","https://api.mwater.co/v3/images/d320981961654ec0bd15b40038827de6","-14.442368299999998","","","No","Unofficial/ Bush Mechanic","40","2022-06-08 07:23:05","","No","35.6272321","Functional","","Yes"
"21973248","","No","https://api.mwater.co/v3/images/1477b9d9ab39487aa92b4aa97221b607","-14.332626900000001","Worn out parts","","Yes ","Water Point Committee","82","2022-06-08 07:39:45","","No","35.42109159999999","Partially functional but in need of repair","","Yes"
"22795218","","No","https://api.mwater.co/v3/images/49ebb079c9d34d14a4b4c68b05735e40","-14.3603407","","","Yes ","Area or Water Mechanic","80","2022-06-08 07:43:00","","No","35.3981166","Functional","","Yes"
"382604896","","No","https://api.mwater.co/v3/images/39745e2e536f45209a33a70aa9a92caa","-14.307218699999996","","","Yes ","Institution, Water Point Committee","40","2022-06-08 07:45:18","","Don't know","35.44529909999999","Functional","","Yes"
"87848405","","No","https://api.mwater.co/v3/images/a073f1b46c5247bdb727936cda6b0ab6","-14.440561700000002","","","Yes ","Unofficial/ Bush Mechanic","70","2022-06-08 07:45:19","","No","35.6233438","Functional","","Yes"
"33938251","","Yes","https://api.mwater.co/v3/images/a733b3587a8e4d2b934446f677ffbb30","-15.270455599999996","Structural problems - Civil works, apron, etc","10, 11","Yes ","Water Point Committee, Area or Water Mechanic","30","2022-06-08 07:45:26","","Yes","34.8906561","Partially functional but in need of repair","Salinity or salty water","Yes"
"20929004","","No","https://api.mwater.co/v3/images/d1b44f7d62a34a02aa711b116a7fd1d2","-14.311166799999997","Structural problems - Civil works, apron, etc","","Yes ","Water Point Committee, Area or Water Mechanic","22","2022-06-08 07:46:22","","No","35.4422721","Partially functional but in need of repair","","Yes"
"108486012","","No","https://api.mwater.co/v3/images/2ea7d2636fb84d48a693ad687ade126e","-15.265016630000002","Worn out parts","","Yes ","Water Point Committee, Unofficial/ Bush Mechanic","9","2022-06-08 07:48:13","","No","34.881562210000006","Partially functional but in need of repair","","Yes"
"22799834","","No","https://api.mwater.co/v3/images/e0efa79f78c6424fb5d103e3722ebb62","-14.36043","","","Yes ","Area or Water Mechanic","85","2022-06-08 07:51:34","","No","35.395728299999995","Functional","","Yes"
"22776631","","","https://api.mwater.co/v3/images/e388a44d06ce42d7b219daf1114767eb","-14.362729599999996","Worn out parts, Broken parts, Inadequate number of pipes","","Yes ","Area or Water Mechanic","","2022-06-08 07:55:09","","","35.3969329","Not functional","","Yes"
"33939063","","No","https://api.mwater.co/v3/images/ff1e548c17f04ab4b3d85c6d07470535","-15.2085753","","","No","Unofficial/ Bush Mechanic","25","2022-06-08 08:02:21","","No","34.89051","Functional","","Yes"
"25223899","","No","https://api.mwater.co/v3/images/7d6d23f9b6d04e4ca7e666377468d1d0","-15.214473600000002","Broken parts, Inadequate number of pipes, Worn out parts","","Yes ","Unofficial/ Bush Mechanic","350","2022-06-08 08:02:56","","No","34.8922819","Partially functional but in need of repair","","Yes"
"9397194","","No","https://api.mwater.co/v3/images/0dfecbe49c9f49aa8fb7062d148f10da","-14.4394238","","10","Yes ","Water Point Committee","95","2022-06-08 08:05:37","","Yes","35.6182546","Functional","","Yes"
"22816199","","No","https://api.mwater.co/v3/images/05c348663f9546778988641e4d42d949","-14.358428200000002","Broken parts, Worn out parts","","Yes ","Unofficial/ Bush Mechanic","80","2022-06-08 08:07:25","","No","35.3983749","Partially functional but in need of repair","","Yes"
"39317058","","No","https://api.mwater.co/v3/images/84052ec73c214cfc8ea719f379c76339","-15.224306600000002","Broken parts, Low water flow - Low water pressure, Inadequate number of pipes, Worn out parts","","Yes ","Unofficial/ Bush Mechanic","150","2022-06-08 08:09:49","","No","34.8944761","Partially functional but in need of repair","","Yes"
"355070424","","Yes","https://api.mwater.co/v3/images/d7dc1f45bc1f423d8f00c83b19c08ebc","-15.272112799999995","","","Yes ","Water Point Committee, Area or Water Mechanic","20","2022-06-08 08:22:06","","No","34.878634700000006","Functional","Turbidity or cloudy water ","Yes"
"108486029","","No","https://api.mwater.co/v3/images/281c18cd24ee43539695d14f00c16545","-15.260306800000002","Structural problems - Civil works, apron, etc, Worn out parts","","No","Owner / Private household, Community members","11","2022-06-08 08:22:18","","No","34.875577639999996","Partially functional but in need of repair","","Yes"
"376115841","","No","https://api.mwater.co/v3/images/639aad7ee9aa4d52a0b1043136afe31c","-14.3230883","Worn out parts, Irregular supply","","Yes ","Water Point Committee","50","2022-06-08 08:22:39","","No","35.42832169999999","Partially functional but in need of repair","","Yes"
"9397163","","No","https://api.mwater.co/v3/images/7b8e5007fff840d698e655fb6aada540","-14.442007999999996","Broken parts, Worn out parts, Structural problems - Civil works, apron, etc, Low water flow - Low water pressure","","Yes ","Unofficial/ Bush Mechanic","52","2022-06-08 08:27:40","","No","35.6230138","Partially functional but in need of repair","","Yes"
"356167703","","No","https://api.mwater.co/v3/images/e8458598be304a63b0cb800dce7cfe92","-15.224646699999996","Broken parts, Worn out parts","","Yes ","Water Point Committee","27","2022-06-08 08:27:47","","No","34.9154636","Partially functional but in need of repair","","Yes"
"356167992","","No","https://api.mwater.co/v3/images/2cff05860a6e4f47b2edee21e832f538","-14.3213287","","","Yes ","Unofficial/ Bush Mechanic","42","2022-06-08 08:34:05","","No","35.4255088","Functional","","Yes"
"8863698","","No","https://api.mwater.co/v3/images/1025afa7776847cb8f5e2e5a5f31d619","-15.258686449999997","Broken parts, Worn out parts, Structural problems - Civil works, apron, etc","","Yes ","Water Point Committee, Community members, Unofficial/ Bush Mechanic","20","2022-06-08 08:39:09","","No","34.87641914","Partially functional but in need of repair","","Yes"
"356187556","","No","https://api.mwater.co/v3/images/60b628def515481498619868d018d3de","-15.219885300000001","Broken parts, Inadequate number of pipes, Worn out parts","10, 09, 08","Yes ","Area or Water Mechanic","46","2022-06-08 08:40:23","","Yes","34.9154847","Partially functional but in need of repair","","Yes"
"37199515","","Yes","https://api.mwater.co/v3/images/1142b83f90e1439e819daa546e6c09b8","-15.281328700000001","Structural problems - Civil works, apron, etc","10, 11, 12","Yes ","Water Point Committee, Owner / Private household","12","2022-06-08 09:05:41","","Yes","34.86870139999999","Partially functional but in need of repair","Salinity or salty water","Yes"
"356172183","","No","https://api.mwater.co/v3/images/394cfcd35f0b479e90ab5918441e1e57","-15.223834499999997","Broken parts, Worn out parts","","Yes ","Water Point Committee","60","2022-06-08 09:11:49","","No","34.92085329999999","Partially functional but in need of repair","","Yes"
"20930624","","No","https://api.mwater.co/v3/images/1d16c36f472f4c4887d520cf4e5a4deb","-14.3194333","Worn out parts","","Yes ","Unofficial/ Bush Mechanic","38","2022-06-08 09:13:35","","No","35.43652759999999","Partially functional but in need of repair","","Yes"
"20930538","","No","https://api.mwater.co/v3/images/8632f100bbe74cc4a9a0244f436cef73","-14.320655299999999","Irregular supply, Worn out parts","","Yes ","Water Point Committee","15","2022-06-08 09:14:21","","No","35.4361773","Partially functional but in need of repair","","Yes"
"376115803","","Yes","https://api.mwater.co/v3/images/a2198d2abdf24517b8f56e01868e83bd","-14.4036373","","","No","NGO","20","2022-06-08 09:15:07","","No","35.4430923","Functional","Odor or Smell","Yes"
"354131955","","No","https://api.mwater.co/v3/images/1267a78a940448e284ad54fd57d3613e","-15.2226217","Broken parts, Worn out parts","","Yes ","Area or Water Mechanic, Water Point Committee","25","2022-06-08 09:15:24","","No","34.9246583","Partially functional but in need of repair","","Yes"
"27484649","","No","https://api.mwater.co/v3/images/4d61e6b070df4e8ea5422ee5416672f1","-14.4087133","Worn out parts","","Yes ","Water Point Committee","30","2022-06-08 09:16:39","","No","35.606888299999994","Partially functional but in need of repair","","Yes"
"39317261","","No","https://api.mwater.co/v3/images/ca68056a25f548dfb55aa2db9e8b09d5","-15.203203199999994","Broken parts, Worn out parts","","No","Water Point Committee, Community members","30","2022-06-08 09:18:36","","No","34.9218796","Partially functional but in need of repair","","Yes"
"20930851","","No","https://api.mwater.co/v3/images/902ea5af990e4cc78079cbce56fc48db","-14.321299899999993","Worn out parts","","Yes ","Unofficial/ Bush Mechanic","52","2022-06-08 09:19:40","","No","35.4350103","Partially functional but in need of repair","","Yes"
"7901191","","No","https://api.mwater.co/v3/images/282aeacf82ef4629bb5caf3a4591e3bc","-15.224144400000002","Broken parts, Worn out parts","","Yes ","Institution, Area or Water Mechanic","450","2022-06-08 09:31:08","","No","34.9342463","Partially functional but in need of repair","","Yes"
